JENO,DR_sum,CR_sum,Differ
201706114,8523,8523,0
201706115,8172,8172,0
201706116,924,924,0
201706117,2407,2407,0
201706118,462,462,0
201706119,23757,23757,0
201706121,15960000,15960000,0
201706122,12144000,12144000,0
201706123,132000,132000,0
201706124,5500000,5500000,0
201706125,970000,970000,0
201706126,2184000,2184000,0
201706127,102080,102080,0
201706128,1540000,1540000,0
201706129,2750000,2750000,0
201706131,11661800,11661800,0
201706132,1300000,1300000,0
201706133,1900000,1900000,0
201706134,150000,150000,0
201706135,1210000,1210000,0
201706136,2200000,2200000,0
201706137,430000,430000,0
201706138,1100000,1100000,0
201706139,660000,660000,0
201706141,2080001,2080001,0
201706142,11603953,11603953,0
201706143,10000000,10000000,0
201706144,13359500,13359500,0
201706145,27531,27531,0
201706146,5882170,5882170,0
201706147,44000,44000,0
201706148,3300000,3300000,0
201706149,715000,715000,0
201706151,40817700,40817700,0
201706152,111361800,111361800,0
201706153,571000,571000,0
201706154,66000,66000,0
201706155,250000,250000,0
201706156,200000,200000,0
201706157,55000,55000,0
201706158,99000,99000,0
201706159,77000,77000,0
201706161,27456000,27456000,0
201706162,51568000,51568000,0
201706163,7040000,7040000,0
201706164,11220000,11220000,0
201706171,300000,300000,0
201706172,31799,31799,0
201706174,4938,4938,0
201706175,17111,17111,0
201706176,418,418,0
201706177,8158315,8158315,0
201706178,4609137,4609137,0
201706181,64310,64310,0
201706182,27,27,0
201706183,472,472,0
201706184,1861,1861,0
201706185,1208,1208,0
201706186,3901,3901,0
201706187,790,790,0
201706188,3862,3862,0
201706189,699574,699574,0
201706191,110000,110000,0
201706192,330000,330000,0
201706193,13200000,13200000,0
201706194,34480,34480,0
201706195,3000,3000,0
201706196,510000,510000,0
201706197,500000,500000,0
201706198,24200,24200,0
201706199,14400,14400,0
201706201,198000,198000,0
201706202,396000,396000,0
201706203,4400000,4400000,0
201706204,1760000,1760000,0
201706205,1573000,1573000,0
201706206,1900000,1900000,0
201706207,2300000,2300000,0
201706208,825000,825000,0
201706209,2200000,2200000,0
201706211,5335000,5335000,0
201706212,243716000,243716000,0
201706213,12320000,12320000,0
201706214,28600000,28600000,0
201706215,2750000,2750000,0
201706216,594000,594000,0
201706217,1174250,1174250,0
201706218,660000,660000,0
201706219,550000,550000,0
201706221,14400000,14400000,0
201706222,1485000,1485000,0
201706223,3960000,3960000,0
201706224,4110,4110,0
201706225,35000000,35000000,0
201706226,59000000,59000000,0
201706227,717640,717640,0
201706228,3180000,3180000,0
201706229,1108000,1108000,0
201706231,250000,250000,0
201706232,1210000,1210000,0
201706233,916666,916666,0
201706234,1100000,1100000,0
201706235,6600000,6600000,0
201706236,60000000,60000000,0
201706237,3960000,3960000,0
201706238,880000,880000,0
201706239,150940,150940,0
201706251,990000,990000,0
201706252,926640,926640,0
201706253,570000,570000,0
201706254,1562000,1562000,0
201706255,1100000,1100000,0
201706256,605000,605000,0
201706257,660000,660000,0
201706258,715000,715000,0
201706259,660000,660000,0
201706261,19800000,19800000,0
201706262,4400000,4400000,0
201706264,1908000,1908000,0
201706265,1100000,1100000,0
201706266,2250000,2250000,0
201706267,616000,616000,0
201706268,37400,37400,0
201706269,52540,52540,0
201706271,1320000,1320000,0
201706272,1100000,1100000,0
201706273,550000,550000,0
201706274,550000,550000,0
201706276,87983200,87983200,0
201706277,88573800,88573800,0
201706278,83080420,83080420,0
201706279,5674800,5674800,0
201706281,37631284,37631284,0
201706282,1161600,1161600,0
201706283,726000,726000,0
201706284,16830000,16830000,0
201706285,1540000,1540000,0
201706286,2827800,2827800,0
201706287,1877370,1877370,0
201706288,1300000,1300000,0
201706289,3960,3960,0
201706291,51183000,51183000,0
201706292,143000,143000,0
201706293,105160,105160,0
201706294,3960000,3960000,0
201706295,0,0,0
201706296,33000,33000,0
201706297,143000,143000,0
201706298,748000,748000,0
201706299,451000,451000,0
201706301,2640000,2640000,0
201706302,1672000,1672000,0
201706303,8800000,8800000,0
201706304,49500,49500,0
201706305,554020,554020,0
201706306,142000,142000,0
201706307,10690,10690,0
201706308,1100000,1100000,0
201706309,400000,400000,0
201707011,430012,430012,0
201707012,-55000,-55000,0
201707013,-200000,-200000,0
201707014,-200000,-200000,0
201707015,-33000,-33000,0
201707016,-1855287,-1855287,0
201707017,-394128,-394128,0
201707018,-3435567,-3435567,0
201707019,-65025141,-65025141,0
201707021,880000,880000,0
201707031,394440,394440,0
201707032,492800,492800,0
201707033,12841200,12841200,0
201707034,40500,40500,0
201707035,599000,599000,0
201707036,2310000,2310000,0
201707037,1348380,1348380,0
201707038,5940000,5940000,0
201707039,275000,275000,0
201707041,431183,431183,0
201707042,8800000,8800000,0
201707043,660000,660000,0
201707044,1584000,1584000,0
201707045,1861200,1861200,0
201707046,257650,257650,0
201707047,86213,86213,0
201707048,145500,145500,0
201707049,182500,182500,0
201707051,66000,66000,0
201707052,1959600,1959600,0
201707053,26927300,26927300,0
201707054,1468467,1468467,0
201707056,9130000,9130000,0
201707057,12870000,12870000,0
201707058,8030000,8030000,0
201707059,13200000,13200000,0
201707061,345006000,345006000,0
201707062,8800,8800,0
201707063,1194550,1194550,0
201707064,960000,960000,0
201707065,2200000,2200000,0
201707066,150000,150000,0
201707067,1210000,1210000,0
201707068,1900000,1900000,0
201707069,420000,420000,0
201707071,119856000,119856000,0
201707072,44320100,44320100,0
201707073,55000000,55000000,0
201707074,58080000,58080000,0
201707075,150000,150000,0
201707076,1418280,1418280,0
201707077,36700,36700,0
201707078,70210,70210,0
201707079,1630140,1630140,0
201707091,210149,210149,0
201707101,297000,297000,0
201707102,121000,121000,0
201707103,198000,198000,0
201707104,9328000,9328000,0
201707105,75917600,75917600,0
201707106,165000,165000,0
201707107,15290000,15290000,0
201707108,1100000,1100000,0
201707109,44000,44000,0
201707111,6900000,6900000,0
201707112,330000,330000,0
201707113,330000,330000,0
201707114,6270000,6270000,0
201707115,18920000,18920000,0
201707116,2420000,2420000,0
201707117,90000,90000,0
201707118,2046110,2046110,0
201707119,660000,660000,0
201707121,3012900,3012900,0
201707122,10593000,10593000,0
201707123,3309350,3309350,0
201707124,1173700,1173700,0
201707125,308000,308000,0
201707126,627000,627000,0
201707127,6556475,6556475,0
201707128,484000,484000,0
201707129,1136372,1136372,0
201707131,11000,11000,0
201707132,495000,495000,0
201707133,1306800,1306800,0
201707134,264000,264000,0
201707135,429000,429000,0
201707136,75500,75500,0
201707137,495000,495000,0
201707138,330000,330000,0
201707139,110000,110000,0
201707142,55000,55000,0
201707143,99000,99000,0
201707144,52907540,52907540,0
201707145,1937100,1937100,0
201707146,727650,727650,0
201707147,360360,360360,0
201707148,46200,46200,0
201707149,423500,423500,0
201707151,836000,836000,0
201707152,550000,550000,0
201707153,495000,495000,0
201707154,750000,750000,0
201707155,641300,641300,0
201707156,517000,517000,0
201707157,1938750,1938750,0
201707158,788880,788880,0
201707159,343200,343200,0
201707161,798880,798880,0
201707162,286000,286000,0
201707171,3000,3000,0
201707172,473600,473600,0
201707173,4758900,4758900,0
201707174,70180,70180,0
201707175,44000,44000,0
201707176,110000,110000,0
201707177,360000,360000,0
201707181,63367150,63367150,0
201707182,49128200,49128200,0
201707183,770000,770000,0
201707184,1000000,1000000,0
201707185,1384500,1384500,0
201707186,1515000,1515000,0
201707187,3897600,3897600,0
201707188,33955090,33955090,0
201707189,60500,60500,0
201707191,462000,462000,0
201707192,330000,330000,0
201707193,488400,488400,0
201707194,32450,32450,0
201707195,33490,33490,0
201707196,40000,40000,0
201707197,2240,2240,0
201707198,66000,66000,0
201707199,1950000,1950000,0
201707201,1760000,1760000,0
201707202,1573000,1573000,0
201707203,1900000,1900000,0
201707204,2300000,2300000,0
201707205,825000,825000,0
201707206,2200000,2200000,0
201707207,880000,880000,0
201707208,1540000,1540000,0
201707209,1331000,1331000,0
201707211,509244931,509244931,0
201707213,313206,313206,0
201707214,7899054,7899054,0
201707215,165000,165000,0
201707216,4400000,4400000,0
201707217,7150000,7150000,0
201707218,2120800,2120800,0
201707219,90640,90640,0
201707221,968000,968000,0
201707222,2530000,2530000,0
201707231,1100000,1100000,0
201707232,3750000,3750000,0
201707241,140000,140000,0
201707242,87120,87120,0
201707243,3960000,3960000,0
201707244,633600,633600,0
201707246,199375,199375,0
201707247,1237500,1237500,0
201707248,11900621,11900621,0
201707249,7916732,7916732,0
201707251,1210000,1210000,0
201707252,250000,250000,0
201707253,916666,916666,0
201707254,44000,44000,0
201707255,60000,60000,0
201707256,44000,44000,0
201707257,44000,44000,0
201707258,55000,55000,0
201707259,38500,38500,0
201707261,13819100,13819100,0
201707262,85875600,85875600,0
201707263,87774300,87774300,0
201707264,83009570,83009570,0
201707265,3886800,3886800,0
201707266,248060,248060,0
201707267,33550000,33550000,0
201707268,22870,22870,0
201707269,5250,5250,0
201707271,1075563160,1075563160,0
201707272,3752100,3752100,0
201707273,2272395,2272395,0
201707274,837426,837426,0
201707275,1452000,1452000,0
201707276,1108000,1108000,0
201707277,616000,616000,0
201707278,2250000,2250000,0
201707279,799040,799040,0
201707281,359514100,359514100,0
201707282,1650000,1650000,0
201707283,52305000,52305000,0
201707284,21225600,21225600,0
201707285,2000000,2000000,0
201707286,2793300,2793300,0
201707287,83090,83090,0
201707288,78431530,78431530,0
201707289,385000,385000,0
201707301,2200000,2200000,0
201707311,394440,394440,0
201707312,15290000,15290000,0
201707313,165000,165000,0
201707314,2200,2200,0
201707315,6600,6600,0
201707316,51000,51000,0
201707317,338000,338000,0
201707318,75440,75440,0
201707319,25000,25000,0
201708011,396000,396000,0
201708012,275000,275000,0
201708013,14009600,14009600,0
201708014,55000000,55000000,0
201708015,660000,660000,0
201708016,1549500,1549500,0
201708017,2000000,2000000,0
201708018,627000,627000,0
201708019,507200000,507200000,0
201708021,3080500,3080500,0
201708022,100000,100000,0
201708023,42875980,42875980,0
201708024,550000,550000,0
201708025,649000,649000,0
201708026,440000,440000,0
201708027,110000,110000,0
201708028,22000,22000,0
201708029,176000,176000,0
201708031,370000,370000,0
201708032,2827800,2827800,0
201708033,11880000,11880000,0
201708034,19800000,19800000,0
201708035,13200000,13200000,0
201708036,22000000,22000000,0
201708037,1100000,1100000,0
201708038,12539150,12539150,0
201708039,73000,73000,0
201708041,17474,17474,0
201708042,91194920,91194920,0
201708043,198040,198040,0
201708044,54500000,54500000,0
201708045,22000000,22000000,0
201708046,4290000,4290000,0
201708047,34100000,34100000,0
201708048,38610000,38610000,0
201708049,814000,814000,0
201708051,770000,770000,0
201708052,550000,550000,0
201708053,154000,154000,0
201708054,5753000,5753000,0
201708071,8922150,8922150,0
201708072,37374700,37374700,0
201708073,11880000,11880000,0
201708074,4290000,4290000,0
201708075,18150000,18150000,0
201708076,5668000,5668000,0
201708077,81740,81740,0
201708078,129960,129960,0
201708079,6000,6000,0
201708081,990000,990000,0
201708082,1210000,1210000,0
201708083,1100000,1100000,0
201708084,330000,330000,0
201708085,150000,150000,0
201708086,8728510,8728510,0
201708087,8108350,8108350,0
201708088,127900,127900,0
201708089,1333780,1333780,0
201708091,2200000,2200000,0
201708092,200000,200000,0
201708093,550000,550000,0
201708094,45760,45760,0
201708095,7468916,7468916,0
201708096,3564000,3564000,0
201708097,1185800,1185800,0
201708098,28000,28000,0
201708099,152060,152060,0
201708101,297000,297000,0
201708102,121000,121000,0
201708103,81363000,81363000,0
201708104,16280000,16280000,0
201708106,135250,135250,0
201708107,1079884,1079884,0
201708108,64772000,64772000,0
201708111,575550,575550,0
201708112,13200000,13200000,0
201708113,2160000,2160000,0
201708114,2201100,2201100,0
201708115,2627900,2627900,0
201708116,4972000,4972000,0
201708117,2850000,2850000,0
201708118,1272000,1272000,0
201708119,3639900,3639900,0
201708121,1331000,1331000,0
201708141,173250000,173250000,0
201708142,1320000,1320000,0
201708143,33000000,33000000,0
201708144,407000,407000,0
201708145,1401180,1401180,0
201708146,1959796,1959796,0
201708147,9780000,9780000,0
201708148,588390,588390,0
201708151,517000,517000,0
201708152,641300,641300,0
201708153,1938750,1938750,0
201708154,836000,836000,0
201708155,550000,550000,0
201708156,495000,495000,0
201708157,750000,750000,0
201708158,55000,55000,0
201708159,343200,343200,0
201708161,140000,140000,0
201708162,1405800,1405800,0
201708163,3217500,3217500,0
201708164,110000,110000,0
201708165,2085256,2085256,0
201708166,11038330,11038330,0
201708167,12100000,12100000,0
201708168,5500000,5500000,0
201708169,20900000,20900000,0
201708171,43560000,43560000,0
201708172,8250000,8250000,0
201708173,19250000,19250000,0
201708174,400000,400000,0
201708175,165000,165000,0
201708176,250000,250000,0
201708177,200000,200000,0
201708178,55000,55000,0
201708179,99000,99000,0
201708181,70400000,70400000,0
201708182,5476,5476,0
201708183,7500,7500,0
201708184,110000,110000,0
201708185,198000,198000,0
201708186,396000,396000,0
201708187,2492461,2492461,0
201708188,3905060,3905060,0
201708189,1210000,1210000,0
201708191,300000,300000,0
201708201,1760000,1760000,0
201708202,1573000,1573000,0
201708203,1900000,1900000,0
201708204,2300000,2300000,0
201708205,825000,825000,0
201708206,2200000,2200000,0
201708207,880000,880000,0
201708208,1540000,1540000,0
201708209,1331000,1331000,0
201708211,25500000,25500000,0
201708212,67100000,67100000,0
201708213,5313206,5313206,0
201708214,4400000,4400000,0
201708215,1701040,1701040,0
201708216,90200,90200,0
201708217,131910,131910,0
201708218,358600,358600,0
201708221,3861000,3861000,0
201708222,2265904,2265904,0
201708223,1145680,1145680,0
201708224,9504000,9504000,0
201708225,429000,429000,0
201708226,2820000,2820000,0
201708227,231000,231000,0
201708228,7760600,7760600,0
201708229,48000000,48000000,0
201708231,300000000,300000000,0
201708232,100047600,100047600,0
201708233,32450,32450,0
201708234,90640,90640,0
201708235,8250,8250,0
201708236,33000,33000,0
201708237,1185510,1185510,0
201708238,74070,74070,0
201708239,479650,479650,0
201708241,1777990,1777990,0
201708242,3960000,3960000,0
201708243,0,0,0
201708244,445540,445540,0
201708245,717440,717440,0
201708246,3085500,3085500,0
201708247,55000,55000,0
201708248,1096000,1096000,0
201708249,15800,15800,0
201708251,1562000,1562000,0
201708252,926640,926640,0
201708253,570000,570000,0
201708254,990000,990000,0
201708255,500000,500000,0
201708256,1210000,1210000,0
201708257,250000,250000,0
201708258,916666,916666,0
201708259,43999230,43999230,0
201708281,198000,198000,0
201708282,33067100,33067100,0
201708283,35437600,35437600,0
201708284,726000,726000,0
201708285,1108000,1108000,0
201708286,14848,14848,0
201708287,616000,616000,0
201708288,362274,362274,0
201708289,12320,12320,0
201708291,100000,100000,0
201708292,660000,660000,0
201708293,1800000,1800000,0
201708294,440000,440000,0
201708295,66000,66000,0
201708296,167200,167200,0
201708297,8954000,8954000,0
201708298,577500,577500,0
201708301,35458500,35458500,0
201708302,12440,12440,0
201708304,8130,8130,0
201708305,169220,169220,0
201708306,160000,160000,0
201708307,24616000,24616000,0
201708308,1800000,1800000,0
201708309,13400000,13400000,0
201708311,1100000,1100000,0
201708312,4000000,4000000,0
201708313,-9786533,-9786533,0
201708314,400000,400000,0
201708315,6336000,6336000,0
201708316,952500,952500,0
201708317,3151000,3151000,0
201708318,76000,76000,0
201708319,80500,80500,0
201709011,275000,275000,0
201709012,1452000,1452000,0
201709013,1100000,1100000,0
201709014,23100000,23100000,0
201709015,640480,640480,0
201709016,269966,269966,0
201709017,208000,208000,0
201709018,308154,308154,0
201709021,200000,200000,0
201709041,77000,77000,0
201709043,248060,248060,0
201709044,33000000,33000000,0
